Customer_ID,First_Name,Last_Name,Age,Gender,City,State,Customer_Since,Occupation,Income,Marital_Status,Preferred_Channel,Loyalty_Tier
CUST002734,Samuel,Khare,27.0,Male,Pune,Maharashtra,2019-02-05,Retail Employee,32200.0,Married,Mobile App,Silver
CUST002735,Keya,Dutt,64.0,Female,Nagpur,Maharashtra,2019-05-06,Retired,25200.0,Widowed,Store,Silver
CUST002736,Warda,Rajagopalan,31.0,Female,Warangal,Telangana,2019-08-23,Retail Employee,21200.0,Single,Store,Silver
CUST002737,Bachittar,Oak,34.0,Male,Mysuru,Karnataka,2020-02-19,Teacher,56200.0,Married,Store,Silver
CUST002738,Ishita,Sankar,42.0,Female,Chennai,Tamil Nadu,2021-08-14,Sales Executive,110600.0,Single,Mobile App,Silver
CUST002739,Teerth,Oommen,38.0,Male,Hyderabad,Telangana,2019-10-14,Retail Employee,30100.0,Married,Store,Silver
CUST002740,Kamya,Ghose,49.0,Female,Howrah,West Bengal,2020-07-22,Engineer,146500.0,Single,Online,Gold
CUST002741,Brinda,Sur,43.0,Female,Thiruvananthapuram,Kerala,2021-04-09,Engineer,176700.0,Married,Store,Gold
CUST002742,Deepa,Sheth,44.0,Female,Pune,Maharashtra,2020-04-16,Retail Employee,36700.0,Married,Store,Silver
CUST002743,Omaja,Chatterjee,39.0,Female,Pune,Maharashtra,2019-06-02,Teacher,58600.0,Married,Store,Silver
CUST002744,Tristan,Goda,45.0,Male,Chandigarh,Chandigarh,2018-09-27,Student,101600.0,Married,Mobile App,Gold
CUST002745,Mitesh,Ravi,18.0,Male,Chennai,Tamil Nadu,2026-07-11,Student,8100.0,Single,Mobile App,Bronze
CUST002746,Bakhshi,Chopra,34.0,Male,Jaipur,Rajasthan,2019-12-31,Student,133400.0,Single,Online,Gold
CUST002747,Ranveer,Narang,41.0,Male,Delhi,Delhi,2019-01-26,Homemaker,11700.0,Single,Store,Silver
CUST002748,Yachana,Bhat,23.0,Female,Kanpur,Uttar Pradesh,2021-08-16,Retail Employee,25200.0,Single,Mobile App,Bronze
CUST002749,Chakradev,Kalla,43.0,Male,Thiruvananthapuram,Kerala,2021-03-13,Retail Employee,28200.0,Widowed,Store,Silver
CUST002750,Ekaraj,Acharya,35.0,Male,Howrah,West Bengal,2020-10-11,IT Professional,196300.0,Single,Online,Gold
CUST002751,Ethan,Dixit,61.0,Male,Pune,Maharashtra,2018-12-05,Business Owner,247300.0,Married,Mobile App,Platinum
CUST002752,Varsha,Wali,58.0,Female,Patna,Bihar,2021-02-23,Government Employee,106300.0,Married,Mobile App,Gold
CUST002753,Madhav,Ramakrishnan,32.0,Male,Jodhpur,Rajasthan,2020-08-21,Student,67700.0,Married,Online,Silver
CUST002754,Vansha,Hayre,36.0,Female,Vadodara,Gujarat,2020-03-25,Engineer,91200.0,Married,Online,Silver
CUST002755,Harshil,Nadig,37.0,Male,Mumbai,Maharashtra,2019-01-31,Homemaker,11900.0,Single,Mobile App,Silver
CUST002756,Mason,Modi,32.0,Male,Jodhpur,Rajasthan,2018-10-24,IT Professional,178800.0,Married,Store,Platinum
CUST002757,Teerth,Padmanabhan,41.0,Male,Pune,Maharashtra,2020-05-07,IT Professional,117400.0,Married,Store,Gold
CUST002758,Chanchal,Anand,28.0,Female,Delhi,Delhi,2018-10-30,Homemaker,14800.0,Married,Mobile App,Silver
CUST002759,Yashodhara,Raval,23.0,Female,Kolkata,West Bengal,2021-08-16,Business Owner,132800.0,Single,Mobile App,Silver
CUST002760,Eesha,Menon,46.0,Male,Bengaluru,Karnataka,2021-02-25,Business Owner,563700.0,Married,Mobile App,Gold
CUST002761,Azaan,Pingle,46.0,Male,Ahmedabad,Gujarat,2018-10-11,Engineer,160100.0,Married,Online,Platinum
CUST002762,Avi,Acharya,28.0,Male,Kolkata,West Bengal,2020-02-05,Homemaker,7200.0,Divorced,Mobile App,Bronze
CUST002763,Rachita,Choudhary,50.0,Female,Pune,Maharashtra,2021-01-25,Doctor,401800.0,Married,Online,Gold
CUST002764,Lohit,Balasubramanian,30.0,Male,Ahmedabad,Gujarat,2020-02-29,Sales Executive,71600.0,Single,Online,Silver
CUST002765,Kamya,Sankaran,41.0,Female,Thiruvananthapuram,Kerala,2019-04-11,Business Owner,298700.0,Married,Store,Gold
CUST002766,Shravya,Nadkarni,49.0,Female,Nagpur,Maharashtra,2019-02-22,Student,257600.0,Married,Mobile App,Platinum
CUST002767,Rayaan,Ravi,38.0,Male,Kolkata,West Bengal,2019-01-13,Government Employee,50900.0,Single,Mobile App,Silver
CUST002768,Sai,Saran,44.0,Female,Mysuru,Karnataka,2019-12-01,Government Employee,80900.0,Married,Mobile App,Silver
CUST002769,Hitesh,Ghose,31.0,Male,Chennai,Tamil Nadu,2019-01-09,Self-Employed,134800.0,Married,Online,Gold
CUST002770,Wazir,Dewan,35.0,Male,Bengaluru,Karnataka,2020-02-04,Government Employee,61400.0,Married,Store,Silver
CUST002771,Girindra,Rajagopalan,35.0,Male,Hyderabad,Telangana,2019-10-21,Engineer,130900.0,Married,Online,Gold
CUST002772,Radha,Sahni,28.0,Female,Mumbai,Maharashtra,2019-05-08,Government Employee,70000.0,Married,Mobile App,Gold
CUST002773,Faraj,Mani,36.0,Male,Amritsar,Punjab,2020-05-07,Self-Employed,121300.0,Single,Store,Gold
CUST002774,Edhitha,Desai,18.0,Male,Kolkata,West Bengal,2026-07-11,Student,12400.0,Single,Mobile App,Bronze
CUST002775,Aashi,Bora,32.0,Female,Chennai,Tamil Nadu,2020-07-29,Self-Employed,251500.0,Married,Online,Gold
CUST002776,Adweta,Dhawan,34.0,Female,Hyderabad,Telangana,2019-10-03,Engineer,160100.0,Single,Mobile App,Gold
CUST002777,Widisha,Sarkar,35.0,Female,Madurai,Tamil Nadu,2021-01-18,Retail Employee,29400.0,Married,Online,Bronze
CUST002778,Ekansh,Chad,35.0,Male,Hyderabad,Telangana,2021-03-07,Engineer,65800.0,Divorced,Online,Gold
CUST002779,Ekapad,Sagar,37.0,Male,Hyderabad,Telangana,2020-09-29,Government Employee,71900.0,Single,Online,Silver
CUST002780,Vedant,Sandal,44.0,Male,Chennai,Tamil Nadu,2021-07-12,Teacher,61400.0,Married,Store,Silver
CUST002781,Hemangini,Sha,49.0,Female,Bengaluru,Karnataka,2019-05-25,Teacher,65400.0,Married,Online,Gold
CUST002782,Yashodhara,Samra,30.0,Other,Delhi,Delhi,2020-11-06,Student,8700.0,Married,Store,Bronze
CUST002783,Varenya,Rajagopalan,22.0,Female,Kolkata,West Bengal,2022-08-17,Sales Executive,41500.0,Married,Mobile App,Bronze
CUST002784,Raagini,Kara,24.0,Female,Varanasi,Uttar Pradesh,2020-08-16,Student,7700.0,Single,Online,Bronze
CUST002785,Idika,Samra,32.0,Female,Pune,Maharashtra,2019-02-05,Doctor,232400.0,Married,Store,Gold
CUST002786,Aarush,Tara,33.0,Male,Mumbai,Maharashtra,2021-07-25,Teacher,32700.0,Married,Store,Bronze
CUST002787,Kashish,Thaker,28.0,Female,New Delhi,Delhi,2020-12-03,Engineer,175300.0,Married,Mobile App,Gold
CUST002788,Lipika,Roy,21.0,Female,Amritsar,Punjab,2023-08-17,Student,13500.0,Single,Online,Bronze
CUST002789,Qadim,Bandi,32.0,Male,Kanpur,Uttar Pradesh,2020-06-20,Doctor,164400.0,Single,Online,Gold
CUST002790,Anjali,Subramanian,40.0,Female,Kolkata,West Bengal,2018-10-23,Business Owner,470500.0,Married,Online,Platinum
CUST002791,Qarin,Chowdhury,46.0,Male,Thiruvananthapuram,Kerala,2020-10-20,Business Owner,293700.0,Married,Store,Gold
CUST002792,Warda,Buch,31.0,Female,Warangal,Telangana,2020-12-20,Retail Employee,33600.0,Single,Online,Silver
CUST002793,Ekta,Vyas,33.0,Female,Amritsar,Punjab,2020-12-25,Doctor,65800.0,Married,Online,Gold
CUST002794,Meera,Shroff,26.0,Female,Bengaluru,Karnataka,2021-05-15,Government Employee,59800.0,Divorced,Mobile App,Silver
CUST002795,Balveer,Virk,38.0,Male,Delhi,Delhi,2018-12-08,Student,20700.0,Married,Online,Silver
CUST002796,Chanchal,Korpal,27.0,Female,Howrah,West Bengal,2018-09-08,Student,125000.0,Divorced,Store,Gold
CUST002797,Vrishti,Brahmbhatt,45.0,Female,Hyderabad,Telangana,2018-10-05,IT Professional,209000.0,Single,Store,Platinum
CUST002798,Nachiket,Bera,18.0,Male,Kolkata,West Bengal,2026-07-11,Student,12800.0,Single,Store,Bronze
CUST002799,Pavani,Warrior,38.0,Female,Bengaluru,Karnataka,2019-01-31,Business Owner,491400.0,Single,Store,Platinum
CUST002800,Aashi,Singh,42.0,Female,Kolkata,West Bengal,2019-08-23,Government Employee,53200.0,Married,Store,Silver
CUST002801,Vasana,Vala,40.0,Female,Bengaluru,Karnataka,2019-02-23,Teacher,58900.0,Married,Online,Silver
CUST002802,Wahab,Narula,73.0,Male,Mumbai,Maharashtra,2020-12-31,Retired,12900.0,Married,Store,Bronze
CUST002803,Shivansh,Pandit,43.0,Male,Kochi,Kerala,2020-06-17,Doctor,261500.0,Married,Mobile App,Gold
CUST002804,Nandini,Mann,25.0,Female,Indore,Madhya Pradesh,2019-09-14,Engineer,60700.0,Married,Mobile App,Gold
CUST002805,Fiyaz,Banik,37.0,Male,Amritsar,Punjab,2019-01-01,Teacher,58000.0,Married,Online,Silver
CUST002806,Max,Lad,18.0,Male,Ahmedabad,Gujarat,2026-07-11,Retail Employee,32900.0,Married,Mobile App,Bronze
CUST002807,Bhavani,Solanki,37.0,Female,Ahmedabad,Gujarat,2019-02-09,Engineer,105100.0,Married,Mobile App,Gold
CUST002808,Hamsini,Behl,27.0,Female,Kolkata,West Bengal,2020-03-15,IT Professional,129900.0,Single,Online,Gold
CUST002809,Mugdha,Bala,50.0,Female,Pune,Maharashtra,2019-06-22,IT Professional,186600.0,Married,Online,Gold
CUST002810,Luke,Sundaram,31.0,Male,Delhi,Delhi,2018-09-07,Engineer,94600.0,Married,Mobile App,Gold
CUST002811,Benjamin,Date,36.0,Male,Bengaluru,Karnataka,2021-03-01,Doctor,308900.0,Married,Mobile App,Gold
CUST002812,Zayyan,Bose,30.0,Male,Indore,Madhya Pradesh,2018-11-05,Government Employee,57200.0,Single,Online,Silver
CUST002813,Liam,Krishnan,61.0,Male,Delhi,Delhi,2020-01-22,Retired,38400.0,Married,Store,Silver
CUST002814,Ekaja,Mand,34.0,Female,Kochi,Kerala,2019-09-11,Retail Employee,25800.0,Single,Online,Silver
CUST002815,Mahika,Kurian,62.0,Female,Chennai,Tamil Nadu,2018-12-28,Business Owner,294400.0,Married,Mobile App,Platinum
CUST002816,Advika,Choudhury,49.0,Female,Ahmedabad,Gujarat,2020-05-24,Sales Executive,65800.0,Married,Online,Silver
CUST002817,Gagan,Dora,44.0,Male,Pune,Maharashtra,2020-05-14,IT Professional,87700.0,Married,Store,Silver
CUST002818,Vansha,Pingle,43.0,Female,Bengaluru,Karnataka,2020-01-17,Retail Employee,31700.0,Married,Mobile App,Silver
CUST002819,Gagan,Lal,43.0,Male,Bhubaneswar,Odisha,2021-07-26,Self-Employed,147800.0,Married,Online,Silver
CUST002820,Jacob,Sundaram,18.0,Male,Bengaluru,Karnataka,2026-07-11,Retail Employee,19500.0,Married,Online,Bronze
CUST002821,Hemangini,Wable,34.0,Female,Bengaluru,Karnataka,2020-10-01,Sales Executive,65800.0,Married,Online,Silver
CUST002822,Anamika,Oza,49.0,Female,Delhi,Delhi,2018-11-03,Engineer,133500.0,Single,Online,Platinum
CUST002823,Chaman,Dhillon,37.0,Female,Pune,Maharashtra,2021-05-12,Sales Executive,79400.0,Divorced,Mobile App,Silver
CUST002824,Faraj,Tandon,20.0,Male,Delhi,Delhi,2024-08-16,Student,13500.0,Single,Store,Bronze
CUST002825,Triveni,Rajagopal,37.0,Female,Howrah,West Bengal,2018-10-13,Retail Employee,34500.0,Widowed,Mobile App,Silver
CUST002826,Kashish,Sarraf,60.0,Female,Chennai,Tamil Nadu,2018-12-03,Retired,31600.0,Widowed,Store,Silver
CUST002827,Geetika,Kade,54.0,Female,Madurai,Tamil Nadu,2019-07-10,Business Owner,278000.0,Married,Store,Platinum
CUST002828,Orinder,Bhagat,37.0,Male,Pune,Maharashtra,2019-11-09,Student,10700.0,Single,Mobile App,Bronze
CUST002829,Libni,D’Alia,50.0,Female,Lucknow,Uttar Pradesh,2020-10-13,IT Professional,105800.0,Married,Store,Gold
CUST002830,Ati,Ganesh,38.0,Female,Udaipur,Rajasthan,2020-07-10,IT Professional,95100.0,Single,Online,Silver
CUST002831,Vedika,Rastogi,18.0,Female,Mumbai,Maharashtra,2026-07-11,Student,9600.0,Married,Mobile App,Bronze
CUST002832,Wazir,Mitra,26.0,Male,Hyderabad,Telangana,2019-04-08,Sales Executive,46600.0,Married,Mobile App,Silver
CUST002833,Wazir,Walia,58.0,Male,Mumbai,Maharashtra,2020-08-26,Retail Employee,39600.0,Married,Online,Silver
CUST002834,Jackson,Raghavan,34.0,Male,Jodhpur,Rajasthan,2019-08-16,Teacher,37100.0,Married,Mobile App,Silver
CUST002835,Robert,Som,35.0,Male,Surat,Gujarat,2020-07-20,Self-Employed,113500.0,Married,Store,Silver
CUST002836,Lekha,Dhillon,34.0,Female,Patna,Bihar,2020-03-25,Student,9400.0,Married,Store,Bronze
CUST002837,Teerth,Arora,63.0,Male,Delhi,Delhi,2019-12-17,Business Owner,302000.0,Married,Store,Gold
CUST002838,Maanas,Sen,59.0,Male,Chennai,Tamil Nadu,2019-03-22,Self-Employed,162900.0,Married,Online,Platinum
CUST002839,Rayaan,Mutti,67.0,Male,Delhi,Delhi,2020-12-28,Homemaker,13100.0,Married,Mobile App,Bronze
CUST002840,Ansh,Chatterjee,36.0,Male,Hyderabad,Telangana,2020-06-05,Sales Executive,70200.0,Divorced,Online,Silver
CUST002841,Peter,Sankaran,42.0,Male,Chennai,Tamil Nadu,2021-03-27,Teacher,57800.0,Married,Store,Silver
CUST002842,Madhavi,Nayak,18.0,Female,Mumbai,Maharashtra,2026-07-11,Student,5200.0,Married,Online,Bronze
CUST002843,Lopa,Loke,57.0,Female,Ahmedabad,Gujarat,2019-10-24,Student,15200.0,Divorced,Mobile App,Bronze
CUST002844,Chandran,Kumer,23.0,Male,Madurai,Tamil Nadu,2021-08-16,Government Employee,38400.0,Single,Online,Silver
CUST002845,Rohan,Shenoy,41.0,Male,Kanpur,Uttar Pradesh,2021-06-12,Student,18700.0,Married,Store,Bronze
CUST002846,Jai,Hayer,24.0,Male,Bengaluru,Karnataka,2020-08-16,Teacher,50500.0,Single,Online,Silver
CUST002847,Om,Gole,30.0,Male,Patna,Bihar,2020-01-09,Sales Executive,55900.0,Married,Store,Silver
CUST002848,Nirja,Anne,27.0,Female,Ludhiana,Punjab,2021-03-22,Teacher,39400.0,Single,Online,Silver
CUST002849,Aarna,Bir,30.0,Female,Kochi,Kerala,2021-06-19,Engineer,120600.0,Married,Store,Silver
CUST002850,Abha,Sabharwal,31.0,Female,Udaipur,Rajasthan,2021-04-07,IT Professional,162200.0,Widowed,Store,Gold
CUST002851,Chavvi,Vohra,31.0,Female,Lucknow,Uttar Pradesh,2020-03-18,IT Professional,128600.0,Single,Online,Gold
CUST002852,Charles,Sehgal,49.0,Male,Kolkata,West Bengal,2019-08-15,Homemaker,6500.0,Married,Store,Bronze
CUST002853,Pushti,Kanda,24.0,Female,Delhi,Delhi,2020-08-16,Government Employee,56500.0,Single,Mobile App,Silver
CUST002854,Meghana,Krishnamurthy,38.0,Female,Ahmedabad,Gujarat,2021-03-11,Engineer,100400.0,Married,Online,Silver
CUST002855,Inaya,Bandi,54.0,Female,Ahmedabad,Gujarat,2019-09-22,IT Professional,187100.0,Married,Store,Gold
CUST002856,Advik,Chanda,31.0,Male,Ludhiana,Punjab,2020-05-30,Student,8400.0,Married,Mobile App,Bronze
CUST002857,Barkha,Kalla,29.0,Female,Madurai,Tamil Nadu,2020-03-25,IT Professional,132100.0,Married,Mobile App,Gold
CUST002858,Divya,Dar,35.0,Female,Bengaluru,Karnataka,2019-03-22,Self-Employed,174700.0,Single,Mobile App,Gold
CUST002859,Chameli,De,53.0,Female,Ahmedabad,Gujarat,2020-08-17,Student,13900.0,Widowed,Online,Bronze
CUST002860,Raghav,Goyal,41.0,Male,Amritsar,Punjab,2021-03-08,Student,12100.0,Married,Online,Bronze
CUST002861,Dayamai,Gour,31.0,Female,Delhi,Delhi,2019-01-02,Retail Employee,32500.0,Married,Mobile App,Silver
CUST002862,Lajita,Menon,44.0,Female,Bengaluru,Karnataka,2020-12-27,Self-Employed,111900.0,Married,Online,Gold
CUST002863,Vinaya,Borra,24.0,Male,Madurai,Tamil Nadu,2020-09-28,Business Owner,119300.0,Single,Store,Gold
CUST002864,Vasana,Malhotra,47.0,Female,Delhi,Delhi,2019-07-04,Engineer,164100.0,Widowed,Store,Gold
CUST002865,Unni,Naik,43.0,Female,Mumbai,Maharashtra,2019-07-29,IT Professional,239100.0,Married,Mobile App,Platinum
CUST002866,Kabir,Edwin,34.0,Male,Bengaluru,Karnataka,2019-03-23,Sales Executive,61300.0,Single,Online,Gold
CUST002867,Bina,Malhotra,27.0,Female,Bhopal,Madhya Pradesh,2021-01-27,Self-Employed,90100.0,Divorced,Mobile App,Silver
CUST002868,Azaan,Raja,26.0,Male,Mumbai,Maharashtra,2020-07-26,Self-Employed,55900.0,Married,Mobile App,Silver
CUST002869,Sara,Natarajan,45.0,Female,Hyderabad,Telangana,2021-03-31,Self-Employed,113500.0,Married,Store,Silver
CUST002870,Ayushman,Kuruvilla,54.0,Male,Jaipur,Rajasthan,2020-01-01,Engineer,146900.0,Married,Store,Gold
CUST002871,Libni,Gokhale,30.0,Male,Guwahati,Assam,2020-09-30,IT Professional,81400.0,Single,Online,Silver
CUST002872,Urvi,Boase,44.0,Female,Ludhiana,Punjab,2019-07-23,Sales Executive,121900.0,Married,Online,Gold
CUST002873,Xalak,Iyer,18.0,Female,Hyderabad,Telangana,2026-07-11,Sales Executive,92400.0,Single,Mobile App,Silver
CUST002874,Shravya,Gokhale,30.0,Female,Guwahati,Assam,2021-06-12,Student,12100.0,Married,Store,Bronze
CUST002875,Xalak,Chopra,38.0,Female,Mumbai,Maharashtra,2020-04-29,Student,65800.0,Married,Mobile App,Silver
CUST002876,Eshana,Zachariah,26.0,Female,Vadodara,Gujarat,2018-10-01,Homemaker,8100.0,Married,Mobile App,Silver
CUST002877,Tanveer,Kamdar,26.0,Male,Howrah,West Bengal,2018-12-14,Government Employee,43800.0,Married,Mobile App,Silver
CUST002878,Chatresh,Sathe,29.0,Male,New Delhi,Delhi,2018-08-23,Sales Executive,43800.0,Single,Store,Silver
CUST002879,Kai,Chauhan,42.0,Male,Chennai,Tamil Nadu,2020-05-17,Teacher,53200.0,Divorced,Mobile App,Silver
CUST002880,Anay,Bora,36.0,Male,Pune,Maharashtra,2021-06-26,Retail Employee,36800.0,Married,Mobile App,Bronze
CUST002881,Bimala,Krishna,18.0,Female,Bhopal,Madhya Pradesh,2026-07-11,Student,14900.0,Single,Mobile App,Bronze
CUST002882,Vansha,Bahl,18.0,Female,Hyderabad,Telangana,2026-07-11,Student,14700.0,Single,Online,Bronze
CUST002883,Yadavi,Dixit,30.0,Female,Kolkata,West Bengal,2021-03-21,Government Employee,58600.0,Married,Store,Silver
CUST002884,Aadi,Barad,44.0,Male,Nagpur,Maharashtra,2020-09-22,Student,170300.0,Divorced,Online,Gold
CUST002885,Robert,Lata,18.0,Male,Delhi,Delhi,2026-07-11,Student,23000.0,Single,Mobile App,Bronze
CUST002886,Forum,Narayan,32.0,Female,Ludhiana,Punjab,2020-03-14,Retired,31600.0,Divorced,Online,Silver
CUST002887,Shivani,Aggarwal,31.0,Female,Vadodara,Gujarat,2020-12-30,IT Professional,168000.0,Married,Online,Gold
CUST002888,Yatan,Sridhar,56.0,Male,Bhubaneswar,Odisha,2021-05-08,IT Professional,167400.0,Divorced,Store,Gold
CUST002889,Urmi,Raval,33.0,Female,Bengaluru,Karnataka,2020-05-23,IT Professional,130100.0,Married,Online,Gold
CUST002890,Bhavya,Zachariah,43.0,Female,Nagpur,Maharashtra,2020-07-27,Engineer,103500.0,Married,Mobile App,Gold
CUST002891,Isaiah,Aggarwal,40.0,Male,Chennai,Tamil Nadu,2020-01-05,IT Professional,137700.0,Married,Store,Gold
CUST002892,Sanaya,Subramaniam,18.0,Female,Chennai,Tamil Nadu,2026-07-11,Student,15700.0,Single,Online,Bronze
CUST002893,Darsh,Wason,48.0,Male,Delhi,Delhi,2021-04-15,Student,12400.0,Married,Mobile App,Bronze
CUST002894,Rachita,Nath,41.0,Female,Surat,Gujarat,2019-04-02,Student,13000.0,Single,Mobile App,Silver
CUST002895,Max,Rattan,45.0,Male,Hyderabad,Telangana,2021-07-18,Retail Employee,29400.0,Married,Store,Bronze
CUST002896,Ayaan,Chana,75.0,Male,Delhi,Delhi,2020-04-18,Business Owner,430600.0,Married,Store,Platinum
CUST002897,Rajeshri,Warrior,18.0,Male,Bengaluru,Karnataka,2026-07-11,Student,14500.0,Single,Online,Bronze
CUST002898,Onkar,Buch,60.0,Male,Kolkata,West Bengal,2018-10-03,Self-Employed,152300.0,Married,Online,Gold
CUST002899,Veda,Mann,34.0,Female,Surat,Gujarat,2019-11-26,Sales Executive,54800.0,Married,Mobile App,Silver
CUST002900,Harrison,Goda,42.0,Male,Chennai,Tamil Nadu,2021-02-23,Homemaker,11600.0,Widowed,Online,Bronze
CUST002901,Anmol,Rajagopalan,37.0,Male,Coimbatore,Tamil Nadu,2020-01-27,Sales Executive,46500.0,Married,Mobile App,Silver
CUST002902,Girish,Mistry,32.0,Male,Pune,Maharashtra,2020-06-09,Government Employee,68100.0,Married,Store,Silver
CUST002903,Saumya,Chhabra,31.0,Male,Kochi,Kerala,2020-03-09,IT Professional,104600.0,Divorced,Mobile App,Gold
CUST002904,Rachita,Sur,42.0,Female,Thiruvananthapuram,Kerala,2021-01-12,Retail Employee,27700.0,Married,Online,Bronze
CUST002905,Brijesh,Sarma,18.0,Male,Ahmedabad,Gujarat,2026-07-11,Retail Employee,31200.0,Single,Mobile App,Bronze
CUST002906,Ikshita,Dey,48.0,Female,Mumbai,Maharashtra,2021-03-05,Sales Executive,85100.0,Married,Online,Silver
CUST002907,Anita,Hans,33.0,Female,Coimbatore,Tamil Nadu,2019-05-24,Sales Executive,77500.0,Married,Mobile App,Gold
CUST002908,Amaira,Khare,23.0,Female,Kolkata,West Bengal,2021-08-16,IT Professional,140900.0,Single,Online,Silver
CUST002909,Wishi,Ramachandran,32.0,Female,Ludhiana,Punjab,2021-05-22,Self-Employed,103400.0,Married,Store,Silver
CUST002910,Bhavika,Zachariah,54.0,Female,Ludhiana,Punjab,2018-12-15,Student,21900.0,Married,Store,Silver
CUST002911,Mitesh,Tata,31.0,Male,Chandigarh,Chandigarh,2019-10-11,Student,7400.0,Married,Online,Bronze
CUST002912,Umang,Babu,43.0,Male,Mumbai,Maharashtra,2020-09-04,Self-Employed,134000.0,Married,Online,Gold
CUST002913,Andrew,Nori,28.0,Male,Guwahati,Assam,2021-06-27,IT Professional,149700.0,Married,Mobile App,Silver
CUST002914,Ayaan,Nazareth,48.0,Male,Kolkata,West Bengal,2019-09-23,Retired,11300.0,Married,Store,Bronze
CUST002915,Ansh,Ravi,47.0,Male,Lucknow,Uttar Pradesh,2020-07-03,Student,13500.0,Married,Mobile App,Bronze
CUST002916,Dhriti,Kakar,62.0,Female,Hyderabad,Telangana,2018-11-26,Self-Employed,132800.0,Widowed,Store,Gold
CUST002917,Veer,Yadav,36.0,Male,Bengaluru,Karnataka,2021-07-09,IT Professional,176000.0,Married,Online,Gold
CUST002918,Falan,Kaul,47.0,Male,Chennai,Tamil Nadu,2021-07-04,Self-Employed,131500.0,Divorced,Store,Silver
CUST002919,Bimala,Bansal,39.0,Female,Pune,Maharashtra,2018-10-11,Self-Employed,190200.0,Married,Online,Platinum
CUST002920,Ekavir,Suresh,55.0,Male,Hyderabad,Telangana,2018-09-24,Sales Executive,85700.0,Married,Online,Gold
CUST002921,Aditya,Sinha,29.0,Male,Chandigarh,Chandigarh,2021-07-17,Student,58300.0,Married,Store,Silver
CUST002922,Arin,Kibe,48.0,Male,Mumbai,Maharashtra,2019-06-24,Homemaker,6600.0,Single,Mobile App,Bronze
CUST002923,Eiravati,Atwal,38.0,Male,Pune,Maharashtra,2020-12-17,Retail Employee,26800.0,Divorced,Mobile App,Bronze
CUST002924,Gabriel,Bedi,37.0,Male,Pune,Maharashtra,2019-07-10,Student,20500.0,Single,Store,Silver
CUST002925,Mitesh,Chatterjee,39.0,Male,Hyderabad,Telangana,2019-01-07,IT Professional,188700.0,Married,Mobile App,Platinum
CUST002926,Vasatika,Garde,41.0,Female,Ludhiana,Punjab,2021-04-28,Self-Employed,67900.0,Married,Store,Silver
CUST002927,Bhavika,Cherian,36.0,Female,Delhi,Delhi,2020-11-28,IT Professional,68600.0,Married,Online,Silver
CUST002928,Deepa,Tank,41.0,Female,Pune,Maharashtra,2021-07-21,Self-Employed,151500.0,Married,Store,Silver
CUST002929,Januja,Bhatnagar,59.0,Female,Kochi,Kerala,2021-06-29,Business Owner,428600.0,Divorced,Mobile App,Gold
CUST002930,Harrison,Sandhu,51.0,Male,Indore,Madhya Pradesh,2021-07-15,Retail Employee,30900.0,Married,Online,Bronze
CUST002931,Om,Ratti,49.0,Male,Mumbai,Maharashtra,2019-03-23,Homemaker,19400.0,Widowed,Mobile App,Silver
CUST002932,Nicholas,Dara,32.0,Male,Vadodara,Gujarat,2020-09-23,Student,10000.0,Married,Mobile App,Bronze
CUST002933,Ekapad,Nagy,26.0,Male,Ahmedabad,Gujarat,2020-02-23,Sales Executive,72000.0,Single,Mobile App,Silver
CUST002934,Hredhaan,Bath,50.0,Male,Jaipur,Rajasthan,2019-04-06,Government Employee,75300.0,Married,Store,Gold
CUST002935,Gabriel,Nayak,49.0,Male,Chennai,Tamil Nadu,2020-02-21,Student,191400.0,Married,Online,Gold
CUST002936,Bhavika,Dara,57.0,Female,Ludhiana,Punjab,2020-05-03,IT Professional,206400.0,Single,Mobile App,Gold
CUST002937,Mahika,Dhaliwal,30.0,Female,Mumbai,Maharashtra,2021-08-04,Retail Employee,30200.0,Married,Mobile App,Bronze
CUST002938,Sarthak,Ganguly,38.0,Male,Delhi,Delhi,2019-12-03,Teacher,64300.0,Single,Mobile App,Silver
CUST002939,Reva,Gala,18.0,Female,Hyderabad,Telangana,2026-07-11,Student,6700.0,Single,Online,Bronze
CUST002940,Theodore,Kohli,33.0,Male,Chennai,Tamil Nadu,2019-05-01,Retail Employee,26000.0,Married,Mobile App,Silver
CUST002941,Anmol,Deol,51.0,Male,Kochi,Kerala,2020-11-07,Retail Employee,42900.0,Married,Store,Silver
CUST002942,Daksha,Puri,38.0,Female,Kolkata,West Bengal,2019-08-09,IT Professional,146000.0,Single,Mobile App,Gold
CUST002943,Farhan,Babu,46.0,Male,Mumbai,Maharashtra,2019-09-08,Self-Employed,219200.0,Married,Online,Gold
CUST002944,Yagnesh,Buch,36.0,Male,Hyderabad,Telangana,2019-10-11,Engineer,95100.0,Married,Mobile App,Silver
CUST002945,Aarush,Amble,42.0,Male,Hyderabad,Telangana,2020-10-28,Sales Executive,65800.0,Single,Online,Silver
CUST002946,Hemal,Chakraborty,23.0,Female,Bhubaneswar,Odisha,2021-08-16,Student,113300.0,Single,Online,Silver
CUST002947,Meghana,Saha,39.0,Female,Kolkata,West Bengal,2019-01-14,Doctor,263100.0,Married,Store,Platinum
CUST002948,Wazir,Date,18.0,Male,Howrah,West Bengal,2026-07-11,Retail Employee,22800.0,Single,Mobile App,Bronze
